BZIP8 KEG 0.6
BZIP8 MYB15 0.718
BZIP8 WRKY40 0.718
BZIP8 MBF1C 0.725
BZIP8 RAV1 0.739
BZIP8 NCED3 0.785
BZIP8 CP1 0.785
BZIP8 DREB1A 0.79
CAM1 GPX6 0.623
CAM1 HSFA2 0.401
CAM1 DREB2A 0.477
CAM1 HSP90-1 0.436
CAM1 CP1 0.439
CAM1 HKT1 0.479
CAM1 WRKY40 0.483
CAM1 CAM7 0.486
CAM1 PP2CA 0.601
CAM1 NHX1 0.617
CAM1 MYC2 0.635
CAM1 WRKY33 0.734
CAM2 GPX6 0.58
CAM2 HSFA2 0.42
CAM2 DREB2A 0.452
CAM2 SIZ1 0.401
CAM2 WRKY18 0.421
CAM2 HSP90-1 0.447
CAM2 CP1 0.457
CAM2 HKT1 0.481
CAM2 WRKY40 0.488
CAM2 PP2CA 0.6
CAM2 MYC2 0.603
CAM2 NHX1 0.615
CAM2 WRKY33 0.734
CAM6 GPX6 0.581
CAM6 HSFA2 0.401
CAM6 DREB2A 0.448
CAM6 HSP90-1 0.446
CAM6 PP2CA 0.624
CAM6 CAM7 0.578
CAM6 CP1 0.446
CAM6 HKT1 0.474
CAM6 WRKY40 0.482
CAM6 MYC2 0.599
CAM6 NHX1 0.616
CAM6 WRKY33 0.711
CAM7 GPX6 0.581
CAM7 HSFA2 0.401
CAM7 CBL4 0.808
CAM7 DREB2A 0.447
CAM7 HSP90-1 0.448
CAM7 HSFA1A 0.56
CAM7 CLPB1 0.464
CAM7 PP2CA 0.607
CAM7 SUMO1 0.415
CAM7 HTR4 0.437
CAM7 DREB1A 0.4
CAM7 SIZ1 0.402
CAM7 HMGB6 0.417
CAM7 CP1 0.452
CAM7 HTR2 0.468
CAM7 HKT1 0.481
CAM7 WRKY40 0.491
CAM7 DREB1C 0.542
CAM7 ZAT12 0.548
CAM7 ZAT10 0.572
CAM7 HAB1 0.579
CAM7 SAG113 0.579
CAM7 SCRM 0.584
CAM7 SRK2E 0.612
CAM7 NHX7 0.613
CAM7 NHX1 0.616
CAM7 MYC2 0.666
CAM7 WRKY33 0.697
CAM7 CIPK24 0.857
CAM7 HSP70-4 0.865
CBL4 NCED3 0.477
CBL4 RD22 0.506
CBL4 COR15A 0.54
CBL4 DREB1A 0.542
CBL4 PP2CA 0.562
CBL4 DREB2A 0.63
CBL4 LTI65 0.717
CBL4 CML10 0.807
CBL4 CP1 0.807
CBL4 HKT1 0.926
CBL4 NHX1 0.937
CDC73 SYD 0.933
CDC73 NRPB4 0.966
CDC73 DREB2A 0.467
CDC73 NRPB9A 0.919
CDC73 HKT1 0.432
CDC73 NRPB9B 0.919
CDC73 HTA9 0.484
CDC73 HDA6 0.577
CDC73 VIP4 0.999
CDC73 TTL1 0.773
CESA4 T7I23.15 0.466
CESA4 DREB2A 0.456
CESA4 RH12 0.521
CESA4 RH8 0.521
CESA4 RH6 0.521
CHIP DREB2A 0.52
CHIP HSP90-1 0.748
CHIP HTR4 0.597
CHIP HTR2 0.597
CHIP HTR12 0.699
CHIP HTR11 0.573
CHIP HDA6 0.421
CHIP T6J4.12 0.598
CHIP MGH3 0.572
CHIP KEG 0.473
CHIP HSP70-4 0.995
CHIP F10A5.19 0.573
CHIP T24H18.80 0.574
CHIP SDIR1 0.672
CHIP HSP70-8 0.639
CIPK24 DREB2A 0.651
CIPK24 CML10 0.804
CIPK24 PP2CA 0.594
CIPK24 LTI65 0.716
CIPK24 RD22 0.564
CIPK24 COR15A 0.548
CIPK24 NHX1 0.926
CIPK24 HKT1 0.918
CIPK24 CP1 0.776
CIPK24 NCED3 0.408
CIPK24 DREB1A 0.598
CKB1 DREB2A 0.427
CKB1 DRIP1 0.604
CLPB1 GOLS1 0.758
CLPB1 HSFA2 0.959
CLPB1 DREB2A 0.782
CLPB1 HSP90-1 0.958
CLPB1 CML10 0.432
CLPB1 HSP21 0.959
CLPB1 CP1 0.458
CLPB1 HSFA6b 0.535
CLPB1 HSFC1 0.565
CLPB1 HSFA1D 0.731
CLPB1 HSFA7A 0.748
CLPB1 HSFA9 0.751
CLPB1 HSFA1E 0.767
CLPB1 HSFA3 0.811
CLPB1 MBF1C 0.902
CLPB1 HSA32 0.921
CLPD DREB2A 0.789
CLPD COR47 0.437
CLPD TTL1 0.531
CLPD DREB1A 0.541
CLPD MYC2 0.549
CLPD NCED3 0.6
CLPD COR15A 0.655
CLPD LTI65 0.74
CLPD RD22 0.797
CLPD NAC019 0.813
CML10 GPX6 0.576
CML10 HSFA2 0.401
CML10 DREB2A 0.448
CML10 HSP90-1 0.439
CML10 WRKY18 0.408
CML10 HMGB6 0.417
CML10 HTR2 0.419
CML10 HTR4 0.43
CML10 WRKY40 0.436
CML10 HKT1 0.474
CML10 DREB1C 0.513
CML10 HSFA1A 0.515
CML10 ZAT12 0.573
CML10 ZAT10 0.577
CML10 HAB1 0.579
CML10 SCRM 0.581
CML10 SAG113 0.599
CML10 MYC2 0.6
CML10 SRK2E 0.608
CML10 NHX7 0.613
CML10 NHX1 0.615
CML10 PP2CA 0.625
CML10 CP1 0.67
CML10 WRKY33 0.717
CML10 HSP70-4 0.824
COR15A LEA14 0.75
COR15A ZAT6 0.48
COR15A PXG3 0.757
COR15A DREB2A 0.805
COR15A COR47 0.938
COR15A KIN2 0.939
COR15A XERO2 0.782
COR15A ERD10 0.901
COR15A P5CSA 0.777
COR15A EM6 0.579
COR15A LTI65 0.93
COR15A RD29A 0.978
COR15A EM1 0.576
COR15A RD22 0.864
COR15A NAC002 0.432
COR15A SRK2D 0.408
COR15A MYC2 0.432
COR15A ZAT12 0.784
COR15A NAC019 0.419
COR15A HDA6 0.431
COR15A ZEP 0.486
COR15A HSFA3 0.493
COR15A RAV1 0.513
COR15A NHX7 0.54
COR15A SRK2E 0.541
COR15A LEA7 0.569
COR15A SIZ1 0.575
COR15A RCI2A 0.578
COR15A NAC072 0.609
COR15A COR15B 0.626
COR15A MYB15 0.72
COR15A ZAT10 0.758
COR15A HOS1 0.758
COR15A NCED3 0.762
COR15A SCRM 0.825
COR15A KIN1-2 0.898
COR15A DREB1C 0.898
COR15A DREB1A 0.921
COR15B LEA14 0.561
COR15B DREB2A 0.55
COR15B COR47 0.898
COR15B KIN2 0.843
COR15B XERO2 0.776
COR15B ERD10 0.802
COR15B P5CSA 0.501
COR15B EM6 0.54
COR15B LTI65 0.795
COR15B RD29A 0.94
COR15B EM1 0.54
COR15B RD22 0.65
COR15B KIN1-2 0.481
COR15B SCRM 0.738
COR15B MYB15 0.408
COR15B DREB1A 0.806
COR15B DREB1C 0.785
COR47 LEA14 0.825
COR47 PXG3 0.785
COR47 DREB2A 0.817
COR47 EM6 0.4
COR47 NAC019 0.44
COR47 RCI2A 0.462
